game_id,school,sport,start_dt,season_type,opponent,result,team_points,opp_points,ot,rank,opponent_rank,end_inc_window,attendance,venue,excitement_index
653,michigan-state,basketball,2010-02-13 12:00:00,regular,penn state,1,65,54,0,10,,2010-02-13 22:00:00,,,
654,michigan-state,basketball,2010-02-16 19:00:00,regular,indiana,1,72,58,0,11,,2010-02-17 05:00:00,,,
655,michigan-state,basketball,2010-02-21 12:00:00,regular,ohio state (9),0,67,74,0,11,9.0,2010-02-21 22:00:00,,,
656,michigan-state,basketball,2010-02-28 16:00:00,regular,purdue (3),1,53,44,0,14,3.0,2010-03-01 02:00:00,,,
657,michigan-state,basketball,2010-03-04 19:00:00,regular,penn state,1,67,65,0,11,,2010-03-05 05:00:00,,,
658,michigan-state,basketball,2010-03-07 16:00:00,regular,michigan,1,64,48,0,11,,2010-03-08 02:00:00,,,
659,michigan-state,basketball,2010-03-12 21:00:00,CTOURN,minnesota,0,67,72,1,11,,2010-03-13 07:00:00,,,
660,michigan-state,basketball,2010-03-19 19:20:00,NCAA,new mexico state,1,70,67,0,,,2010-03-20 05:20:00,,,
661,michigan-state,basketball,2010-03-21 14:30:00,NCAA,maryland (20),1,85,83,0,,20.0,2010-03-22 00:30:00,,,
662,michigan-state,basketball,2010-03-26 21:37:00,NCAA,northern iowa,1,59,52,0,,,2010-03-27 07:37:00,,,
663,michigan-state,basketball,2010-03-28 14:20:00,NCAA,tennessee (15),1,70,69,0,,15.0,2010-03-29 00:20:00,,,
664,michigan-state,basketball,2010-04-03 18:07:00,NCAA,butler (11),0,50,52,0,,11.0,2010-04-04 04:07:00,,,
665,michigan-state,basketball,2010-11-12 20:30:00,regular,eastern michigan,1,96,66,0,2,,2010-11-13 06:30:00,,,
666,michigan-state,basketball,2010-11-16 22:00:00,regular,south carolina,1,82,73,0,2,,2010-11-17 08:00:00,,,
667,michigan-state,basketball,2010-11-22 21:30:00,regular,chaminade,1,82,74,0,2,,2010-11-23 07:30:00,,,
668,michigan-state,basketball,2010-11-23 19:00:00,regular,connecticut,0,67,70,0,2,,2010-11-24 05:00:00,,,
669,michigan-state,basketball,2010-11-24 17:00:00,regular,washington (13),1,76,71,0,2,13.0,2010-11-25 03:00:00,,,
670,michigan-state,basketball,2010-11-28 13:00:00,regular,tennessee tech,1,73,55,0,2,,2010-11-28 23:00:00,,,
671,michigan-state,basketball,2010-12-01 21:30:00,regular,duke (1),0,79,84,0,6,1.0,2010-12-02 07:30:00,,,
672,michigan-state,basketball,2010-12-04 13:30:00,regular,bowling green state,1,74,39,0,6,,2010-12-04 23:30:00,,,
673,michigan-state,basketball,2010-12-07 21:00:00,regular,syracuse (8),0,58,72,0,7,8.0,2010-12-08 07:00:00,,,
674,michigan-state,basketball,2010-12-11 12:30:00,regular,oakland,1,77,76,0,7,,2010-12-11 22:30:00,,,
675,michigan-state,basketball,2010-12-18 18:30:00,regular,prairie view,1,90,51,0,14,,2010-12-19 04:30:00,,,
676,michigan-state,basketball,2010-12-22 19:00:00,regular,texas (18),0,55,67,0,12,18.0,2010-12-23 05:00:00,,,
677,michigan-state,basketball,2010-12-31 16:00:00,regular,minnesota (14),1,71,62,0,20,14.0,2011-01-01 02:00:00,,,
678,michigan-state,basketball,2011-01-03 19:30:00,regular,northwestern,1,65,62,0,18,,2011-01-04 05:30:00,,,
679,michigan-state,basketball,2011-01-08 13:00:00,regular,penn state,0,62,66,0,18,,2011-01-08 23:00:00,,,
680,michigan-state,basketball,2011-01-11 19:00:00,regular,wisconsin (20),1,64,61,1,-,20.0,2011-01-12 05:00:00,,,
681,michigan-state,basketball,2011-01-15 13:00:00,regular,northwestern,1,71,67,1,-,,2011-01-15 23:00:00,,,
682,michigan-state,basketball,2011-01-18 19:00:00,regular,illinois (23),0,62,71,0,17,23.0,2011-01-19 05:00:00,,,
683,michigan-state,basketball,2011-01-22 21:00:00,regular,purdue (14),0,76,86,0,17,14.0,2011-01-23 07:00:00,,,
684,michigan-state,basketball,2011-01-27 19:00:00,regular,michigan,0,57,61,0,25,,2011-01-28 05:00:00,,,
685,michigan-state,basketball,2011-01-30 18:00:00,regular,indiana,1,84,83,1,25,,2011-01-31 04:00:00,,,
686,michigan-state,basketball,2011-02-02 20:30:00,regular,iowa,0,52,72,0,-,,2011-02-03 06:30:00,,,
687,michigan-state,basketball,2011-02-06 13:00:00,regular,wisconsin (19),0,56,82,0,-,19.0,2011-02-06 23:00:00,,,
688,michigan-state,basketball,2011-02-10 19:00:00,regular,penn state,1,75,57,0,-,,2011-02-11 05:00:00,,,
689,michigan-state,basketball,2011-02-15 21:00:00,regular,ohio state (2),0,61,71,0,-,2.0,2011-02-16 07:00:00,,,
690,michigan-state,basketball,2011-02-19 21:00:00,regular,illinois,1,61,57,0,-,,2011-02-20 07:00:00,,,
691,michigan-state,basketball,2011-02-22 21:00:00,regular,minnesota,1,53,48,0,-,,2011-02-23 07:00:00,,,
692,michigan-state,basketball,2011-02-27 13:00:00,regular,purdue (8),0,47,67,0,-,8.0,2011-02-27 23:00:00,,,
693,michigan-state,basketball,2011-03-02 18:30:00,regular,iowa,1,85,66,0,-,,2011-03-03 04:30:00,,,
694,michigan-state,basketball,2011-03-05 14:00:00,regular,michigan,0,63,70,0,-,,2011-03-06 00:00:00,,,
695,michigan-state,basketball,2011-03-10 17:00:00,CTOURN,iowa,1,66,61,0,-,,2011-03-11 03:00:00,,,
696,michigan-state,basketball,2011-03-11 18:30:00,CTOURN,purdue (9),1,74,56,0,-,9.0,2011-03-12 04:30:00,,,
697,michigan-state,basketball,2011-03-12 16:15:00,CTOURN,penn state,0,48,61,0,-,,2011-03-13 02:15:00,,,
698,michigan-state,basketball,2011-03-17 21:20:00,NCAA,ucla,0,76,78,0,,,2011-03-18 07:20:00,,,
699,michigan-state,basketball,2011-11-11 19:00:00,regular,north carolina (1),0,55,67,0,-,1.0,2011-11-12 05:00:00,,,
700,michigan-state,basketball,2011-11-15 19:00:00,regular,duke (6),0,69,74,0,-,6.0,2011-11-16 05:00:00,,,
701,michigan-state,basketball,2011-11-18 18:30:00,regular,texas southern,1,76,41,0,-,,2011-11-19 04:30:00,,,
702,michigan-state,basketball,2011-11-20 18:00:00,regular,little rock,1,69,47,0,-,,2011-11-21 04:00:00,,,
703,michigan-state,basketball,2011-11-23 19:00:00,regular,milwaukee,1,68,55,0,-,,2011-11-24 05:00:00,,,
704,michigan-state,basketball,2011-11-27 12:00:00,regular,eastern michigan,1,72,40,0,-,,2011-11-27 22:00:00,,,
705,michigan-state,basketball,2011-11-30 19:30:00,regular,florida state,1,65,49,0,-,,2011-12-01 05:30:00,,,
706,michigan-state,basketball,2011-12-04 14:00:00,regular,omaha,1,110,68,0,-,,2011-12-05 00:00:00,,,
707,michigan-state,basketball,2011-12-07 19:00:00,regular,central connecticut state,1,89,69,0,-,,2011-12-08 05:00:00,,,
708,michigan-state,basketball,2011-12-10 21:00:00,regular,gonzaga (23),1,74,67,0,-,23.0,2011-12-11 07:00:00,,,
709,michigan-state,basketball,2011-12-17 19:00:00,regular,bowling green state,1,74,60,0,21,,2011-12-18 05:00:00,,,
710,michigan-state,basketball,2011-12-19 20:30:00,regular,kansas city,1,89,54,0,19,,2011-12-20 06:30:00,,,
711,michigan-state,basketball,2011-12-22 21:00:00,regular,lehigh,1,90,81,0,19,,2011-12-23 07:00:00,,,
712,michigan-state,basketball,2011-12-28 19:30:00,regular,indiana (13),1,80,65,0,16,13.0,2011-12-29 05:30:00,,,
713,michigan-state,basketball,2011-12-31 15:00:00,regular,nebraska,1,68,55,0,16,,2012-01-01 01:00:00,,,
714,michigan-state,basketball,2012-01-03 19:00:00,regular,wisconsin (18),1,63,60,1,10,18.0,2012-01-04 05:00:00,,,
715,michigan-state,basketball,2012-01-10 19:00:00,regular,iowa,1,95,61,0,6,,2012-01-11 05:00:00,,,
716,michigan-state,basketball,2012-01-14 15:00:00,regular,northwestern,0,74,81,0,6,,2012-01-15 01:00:00,,,
717,michigan-state,basketball,2012-01-17 19:00:00,regular,michigan (20),0,59,60,0,9,20.0,2012-01-18 05:00:00,,,
718,michigan-state,basketball,2012-01-21 12:00:00,regular,purdue,1,83,58,0,9,,2012-01-21 22:00:00,,,
719,michigan-state,basketball,2012-01-25 20:30:00,regular,minnesota,1,68,52,0,10,,2012-01-26 06:30:00,,,
720,michigan-state,basketball,2012-01-31 19:00:00,regular,illinois,0,41,42,0,9,,2012-02-01 05:00:00,,,
721,michigan-state,basketball,2012-02-05 13:00:00,regular,michigan (23),1,64,54,0,9,23.0,2012-02-05 23:00:00,,,
722,michigan-state,basketball,2012-02-08 18:30:00,regular,penn state,1,77,57,0,11,,2012-02-09 04:30:00,,,
723,michigan-state,basketball,2012-02-11 18:00:00,regular,ohio state (3),1,58,48,0,11,3.0,2012-02-12 04:00:00,,,
724,michigan-state,basketball,2012-02-16 19:00:00,regular,wisconsin (15),1,69,55,0,7,15.0,2012-02-17 05:00:00,,,
725,michigan-state,basketball,2012-02-19 13:00:00,regular,purdue,1,76,62,0,7,,2012-02-19 23:00:00,,,
726,michigan-state,basketball,2012-02-22 20:30:00,regular,minnesota,1,66,61,0,6,,2012-02-23 06:30:00,,,
727,michigan-state,basketball,2012-02-25 20:00:00,regular,nebraska,1,62,34,0,6,,2012-02-26 06:00:00,,,
728,michigan-state,basketball,2012-02-28 19:00:00,regular,indiana (18),0,55,70,0,5,18.0,2012-02-29 05:00:00,,,
729,michigan-state,basketball,2012-03-04 16:00:00,regular,ohio state (10),0,70,72,0,5,10.0,2012-03-05 02:00:00,,,
730,michigan-state,basketball,2012-03-09 12:00:00,CTOURN,iowa,1,92,75,0,8,,2012-03-09 22:00:00,,,
731,michigan-state,basketball,2012-03-10 13:40:00,CTOURN,wisconsin (14),1,65,52,0,8,14.0,2012-03-10 23:40:00,,,
732,michigan-state,basketball,2012-03-11 15:30:00,CTOURN,ohio state (7),1,68,64,0,8,7.0,2012-03-12 01:30:00,,,
733,michigan-state,basketball,2012-03-16 21:20:00,NCAA,long island university,1,89,67,0,,,2012-03-17 07:20:00,,,
734,michigan-state,basketball,2012-03-18 14:45:00,NCAA,saint louis,1,65,61,0,,,2012-03-19 00:45:00,,,
735,michigan-state,basketball,2012-03-22 19:47:00,NCAA,louisville (17),0,44,57,0,,17.0,2012-03-23 05:47:00,,,
736,michigan-state,basketball,2012-11-09 19:00:00,regular,connecticut,0,62,66,0,14,,2012-11-10 05:00:00,,,
737,michigan-state,basketball,2012-11-13 20:30:00,regular,kansas (7),1,67,64,0,21,7.0,2012-11-14 06:30:00,,,
738,michigan-state,basketball,2012-11-18 17:30:00,regular,texas southern,1,69,41,0,21,,2012-11-19 03:30:00,,,
739,michigan-state,basketball,2012-11-20 19:00:00,regular,boise state,1,74,70,0,15,,2012-11-21 05:00:00,,,
740,michigan-state,basketball,2012-11-23 12:00:00,regular,oakland,1,70,52,0,15,,2012-11-23 22:00:00,,,
741,michigan-state,basketball,2012-11-25 20:00:00,regular,louisiana,1,63,60,0,15,,2012-11-26 06:00:00,,,
742,michigan-state,basketball,2012-11-28 20:15:00,regular,miami (fl),0,59,67,0,13,,2012-11-29 06:15:00,,,
743,michigan-state,basketball,2012-12-01 12:00:00,regular,nicholls state,1,84,39,0,13,,2012-12-01 22:00:00,,,
744,michigan-state,basketball,2012-12-05 19:30:00,regular,arkansas-pine bluff,1,76,44,0,19,,2012-12-06 05:30:00,,,
745,michigan-state,basketball,2012-12-08 14:00:00,regular,loyola (il),1,73,61,0,19,,2012-12-09 00:00:00,,,
746,michigan-state,basketball,2012-12-15 21:00:00,regular,tuskegee,1,92,56,0,19,,2012-12-16 07:00:00,,,
747,michigan-state,basketball,2012-12-18 19:00:00,regular,bowling green state,1,64,53,0,20,,2012-12-19 05:00:00,,,
748,michigan-state,basketball,2012-12-22 14:00:00,regular,texas,1,67,56,0,20,,2012-12-23 00:00:00,,,
749,michigan-state,basketball,2012-12-31 14:00:00,regular,minnesota (9),0,63,76,0,18,9.0,2013-01-01 00:00:00,,,
750,michigan-state,basketball,2013-01-05 12:00:00,regular,purdue,1,84,61,0,18,,2013-01-05 22:00:00,,,
751,michigan-state,basketball,2013-01-10 19:00:00,regular,iowa,1,62,59,0,22,,2013-01-11 05:00:00,,,
752,michigan-state,basketball,2013-01-13 18:00:00,regular,nebraska,1,66,56,0,22,,2013-01-14 04:00:00,,,
753,michigan-state,basketball,2013-01-16 19:00:00,regular,penn state,1,81,72,0,18,,2013-01-17 05:00:00,,,
754,michigan-state,basketball,2013-01-19 18:00:00,regular,ohio state (11),1,59,56,0,18,11.0,2013-01-20 04:00:00,,,
755,michigan-state,basketball,2013-01-22 19:00:00,regular,wisconsin,1,49,47,0,13,,2013-01-23 05:00:00,,,
756,michigan-state,basketball,2013-01-27 13:00:00,regular,indiana (7),0,70,75,0,13,7.0,2013-01-27 23:00:00,,,
757,michigan-state,basketball,2013-01-31 19:00:00,regular,illinois,1,80,75,0,13,,2013-02-01 05:00:00,,,
758,michigan-state,basketball,2013-02-06 19:00:00,regular,minnesota (18),1,61,50,0,12,18.0,2013-02-07 05:00:00,,,
759,michigan-state,basketball,2013-02-09 19:00:00,regular,purdue,1,78,65,0,12,,2013-02-10 05:00:00,,,
760,michigan-state,basketball,2013-02-12 21:00:00,regular,michigan (4),1,75,52,0,8,4.0,2013-02-13 07:00:00,,,
761,michigan-state,basketball,2013-02-16 20:00:00,regular,nebraska,1,73,64,0,8,,2013-02-17 06:00:00,,,
762,michigan-state,basketball,2013-02-19 19:00:00,regular,indiana (1),0,68,72,0,4,1.0,2013-02-20 05:00:00,,,
763,michigan-state,basketball,2013-02-24 16:00:00,regular,ohio state (18),0,60,68,0,4,18.0,2013-02-25 02:00:00,,,
764,michigan-state,basketball,2013-03-03 16:00:00,regular,michigan (4),0,57,58,0,9,4.0,2013-03-04 02:00:00,,,
765,michigan-state,basketball,2013-03-07 21:00:00,regular,wisconsin (22),1,58,43,0,10,22.0,2013-03-08 07:00:00,,,
766,michigan-state,basketball,2013-03-10 18:00:00,regular,northwestern,1,71,61,0,10,,2013-03-11 04:00:00,,,
767,michigan-state,basketball,2013-03-15 21:00:00,CTOURN,iowa,1,59,56,0,8,,2013-03-16 07:00:00,,,
768,michigan-state,basketball,2013-03-16 16:10:00,CTOURN,ohio state (10),0,58,61,0,8,10.0,2013-03-17 02:10:00,,,
769,michigan-state,basketball,2013-03-21 12:15:00,NCAA,valparaiso,1,65,54,0,,,2013-03-21 22:15:00,,,
770,michigan-state,basketball,2013-03-23 14:45:00,NCAA,memphis (19),1,70,48,0,,19.0,2013-03-24 00:45:00,,,
771,michigan-state,basketball,2013-03-29 21:45:00,NCAA,duke (6),0,61,71,0,,6.0,2013-03-30 07:45:00,,,
772,michigan-state,basketball,2013-11-08 19:00:00,regular,mcneese state,1,98,56,0,2,,2013-11-09 05:00:00,,,
773,michigan-state,basketball,2013-11-12 19:30:00,regular,kentucky (1),1,78,74,0,2,1.0,2013-11-13 05:30:00,,,
774,michigan-state,basketball,2013-11-15 21:00:00,regular,columbia,1,62,53,0,2,,2013-11-16 07:00:00,,,
775,michigan-state,basketball,2013-11-18 19:00:00,regular,portland,1,82,67,0,1,,2013-11-19 05:00:00,,,
776,michigan-state,basketball,2013-11-22 21:30:00,regular,virginia tech,1,96,77,0,1,,2013-11-23 07:30:00,,,
777,michigan-state,basketball,2013-11-23 21:30:00,regular,oklahoma,1,87,76,0,1,,2013-11-24 07:30:00,,,
778,michigan-state,basketball,2013-11-29 13:00:00,regular,mount st. mary's,1,98,65,0,1,,2013-11-29 23:00:00,,,
779,michigan-state,basketball,2013-12-04 21:00:00,regular,north carolina,0,65,79,0,1,,2013-12-05 07:00:00,,,
780,michigan-state,basketball,2013-12-14 16:00:00,regular,oakland,1,67,63,0,5,,2013-12-15 02:00:00,,,
781,michigan-state,basketball,2013-12-17 19:00:00,regular,north florida,1,78,48,0,5,,2013-12-18 05:00:00,,,
782,michigan-state,basketball,2013-12-21 16:00:00,regular,texas,1,92,78,0,5,,2013-12-22 02:00:00,,,
783,michigan-state,basketball,2013-12-28 16:15:00,regular,new orleans,1,101,48,0,5,,2013-12-29 02:15:00,,,
784,michigan-state,basketball,2013-12-31 17:00:00,regular,penn state,1,79,63,0,5,,2014-01-01 03:00:00,,,
785,michigan-state,basketball,2014-01-04 14:00:00,regular,indiana,1,73,56,0,5,,2014-01-05 00:00:00,,,
786,michigan-state,basketball,2014-01-07 21:00:00,regular,ohio state (3),1,72,68,1,5,3.0,2014-01-08 07:00:00,,,
787,michigan-state,basketball,2014-01-11 14:15:00,regular,minnesota,1,87,75,1,5,,2014-01-12 00:15:00,,,
788,michigan-state,basketball,2014-01-15 19:00:00,regular,northwestern,1,54,40,0,4,,2014-01-16 05:00:00,,,
789,michigan-state,basketball,2014-01-18 20:00:00,regular,illinois,1,78,62,0,4,,2014-01-19 06:00:00,,,
790,michigan-state,basketball,2014-01-21 19:00:00,regular,indiana,1,71,66,0,3,,2014-01-22 05:00:00,,,
791,michigan-state,basketball,2014-01-25 19:00:00,regular,michigan (21),0,75,80,0,3,21.0,2014-01-26 05:00:00,,,
792,michigan-state,basketball,2014-01-28 19:00:00,regular,iowa (15),1,71,69,1,7,15.0,2014-01-29 05:00:00,,,
793,michigan-state,basketball,2014-02-01 15:00:00,regular,georgetown,0,60,64,0,7,,2014-02-02 01:00:00,,,
794,michigan-state,basketball,2014-02-06 21:00:00,regular,penn state,1,82,67,0,9,,2014-02-07 07:00:00,,,
795,michigan-state,basketball,2014-02-09 13:00:00,regular,wisconsin,0,58,60,0,9,,2014-02-09 23:00:00,,,
796,michigan-state,basketball,2014-02-13 19:00:00,regular,northwestern,1,85,70,0,9,,2014-02-14 05:00:00,,,
797,michigan-state,basketball,2014-02-16 15:00:00,regular,nebraska,0,51,60,0,9,,2014-02-17 01:00:00,,,
798,michigan-state,basketball,2014-02-20 19:00:00,regular,purdue,1,94,79,0,13,,2014-02-21 05:00:00,,,
799,michigan-state,basketball,2014-02-23 12:00:00,regular,michigan (20),0,70,79,0,13,20.0,2014-02-23 22:00:00,,,
800,michigan-state,basketball,2014-03-01 16:00:00,regular,illinois,0,46,53,0,18,,2014-03-02 02:00:00,,,
801,michigan-state,basketball,2014-03-06 21:00:00,regular,iowa (24),1,86,76,0,22,24.0,2014-03-07 07:00:00,,,
802,michigan-state,basketball,2014-03-09 16:30:00,regular,ohio state,0,67,69,0,22,,2014-03-10 02:30:00,,,
803,michigan-state,basketball,2014-03-14 21:00:00,CTOURN,northwestern,1,67,51,0,22,,2014-03-15 07:00:00,,,
804,michigan-state,basketball,2014-03-15 16:10:00,CTOURN,wisconsin (12),1,83,75,0,22,12.0,2014-03-16 02:10:00,,,
805,michigan-state,basketball,2014-03-16 15:30:00,CTOURN,michigan (8),1,69,55,0,22,8.0,2014-03-17 01:30:00,,,
806,michigan-state,basketball,2014-03-20 16:40:00,NCAA,delaware,1,93,78,0,,,2014-03-21 02:40:00,,,
807,michigan-state,basketball,2014-03-22 20:40:00,NCAA,harvard,1,80,73,0,,,2014-03-23 06:40:00,,,
808,michigan-state,basketball,2014-03-28 21:57:00,NCAA,virginia (3),1,61,59,0,,3.0,2014-03-29 07:57:00,,,
809,michigan-state,basketball,2014-03-30 14:20:00,NCAA,connecticut (18),0,54,60,0,,18.0,2014-03-31 00:20:00,,,
810,michigan-state,basketball,2014-11-14 21:00:00,regular,navy,1,64,59,0,18,,2014-11-15 07:00:00,,,
811,michigan-state,basketball,2014-11-18 19:00:00,regular,duke (4),0,71,81,0,19,4.0,2014-11-19 05:00:00,,,
812,michigan-state,basketball,2014-11-21 19:00:00,regular,loyola (il),1,87,52,0,19,,2014-11-22 05:00:00,,,
813,michigan-state,basketball,2014-11-24 19:00:00,regular,santa clara,1,79,52,0,20,,2014-11-25 05:00:00,,,
814,michigan-state,basketball,2014-11-27 18:30:00,regular,rider,1,77,45,0,20,,2014-11-28 04:30:00,,,
815,michigan-state,basketball,2014-11-28 21:00:00,regular,marquette,1,79,68,0,20,,2014-11-29 07:00:00,,,
816,michigan-state,basketball,2014-11-30 13:00:00,regular,kansas (11),0,56,61,0,20,11.0,2014-11-30 23:00:00,,,
817,michigan-state,basketball,2014-12-03 19:15:00,regular,notre dame,0,78,79,1,19,,2014-12-04 05:15:00,,,
818,michigan-state,basketball,2014-12-06 14:15:00,regular,arkansas-pine bluff,1,85,52,0,19,,2014-12-07 00:15:00,,,
819,michigan-state,basketball,2014-12-14 20:00:00,regular,oakland,1,87,61,0,-,,2014-12-15 06:00:00,,,
820,michigan-state,basketball,2014-12-17 21:00:00,regular,eastern michigan,1,66,46,0,25,,2014-12-18 07:00:00,,,
821,michigan-state,basketball,2014-12-20 17:00:00,regular,texas southern,0,64,71,1,25,,2014-12-21 03:00:00,,,
822,michigan-state,basketball,2014-12-22 18:00:00,regular,the citadel,1,82,56,0,-,,2014-12-23 04:00:00,,,
823,michigan-state,basketball,2014-12-30 17:00:00,regular,maryland (12),0,66,68,1,-,12.0,2014-12-31 03:00:00,,,
824,michigan-state,basketball,2015-01-05 19:00:00,regular,indiana,1,70,50,0,-,,2015-01-06 05:00:00,,,
825,michigan-state,basketball,2015-01-08 19:00:00,regular,iowa,1,75,61,0,-,,2015-01-09 05:00:00,,,
826,michigan-state,basketball,2015-01-11 12:00:00,regular,northwestern,1,84,77,1,-,,2015-01-11 22:00:00,,,
827,michigan-state,basketball,2015-01-17 16:00:00,regular,maryland (14),0,59,75,0,-,14.0,2015-01-18 02:00:00,,,
828,michigan-state,basketball,2015-01-21 19:00:00,regular,penn state,1,66,60,0,-,,2015-01-22 05:00:00,,,
829,michigan-state,basketball,2015-01-24 16:00:00,regular,nebraska,0,77,79,0,-,,2015-01-25 02:00:00,,,
830,michigan-state,basketball,2015-01-29 18:00:00,regular,rutgers,1,71,51,0,-,,2015-01-30 04:00:00,,,
831,michigan-state,basketball,2015-02-01 13:00:00,regular,michigan,1,76,66,1,-,,2015-02-01 23:00:00,,,
832,michigan-state,basketball,2015-02-07 12:00:00,regular,illinois,0,54,59,0,-,,2015-02-07 22:00:00,,,
833,michigan-state,basketball,2015-02-10 19:00:00,regular,northwestern,1,68,44,0,-,,2015-02-11 05:00:00,,,
834,michigan-state,basketball,2015-02-14 12:00:00,regular,ohio state (23),1,59,56,0,-,23.0,2015-02-14 22:00:00,,,
835,michigan-state,basketball,2015-02-17 21:00:00,regular,michigan,1,80,67,0,-,,2015-02-18 07:00:00,,,
836,michigan-state,basketball,2015-02-22 19:30:00,regular,illinois,1,60,53,0,-,,2015-02-23 05:30:00,,,
837,michigan-state,basketball,2015-02-26 19:00:00,regular,minnesota,0,90,96,1,-,,2015-02-27 05:00:00,,,
838,michigan-state,basketball,2015-03-01 16:00:00,regular,wisconsin (5),0,61,68,0,-,5.0,2015-03-02 02:00:00,,,
839,michigan-state,basketball,2015-03-04 20:00:00,regular,purdue,1,72,66,0,-,,2015-03-05 06:00:00,,,
840,michigan-state,basketball,2015-03-07 12:00:00,regular,indiana,1,74,72,0,-,,2015-03-07 22:00:00,,,
841,michigan-state,basketball,2015-03-13 21:00:00,CTOURN,ohio state,1,76,67,0,-,,2015-03-14 07:00:00,,,
842,michigan-state,basketball,2015-03-14 15:30:00,CTOURN,maryland (8),1,62,58,0,-,8.0,2015-03-15 01:30:00,,,
843,michigan-state,basketball,2015-03-15 15:30:00,CTOURN,wisconsin (6),0,69,80,1,-,6.0,2015-03-16 01:30:00,,,
844,michigan-state,basketball,2015-03-20 12:40:00,NCAA,georgia,1,70,63,0,,,2015-03-20 22:40:00,,,
845,michigan-state,basketball,2015-03-22 12:10:00,NCAA,virginia (6),1,60,54,0,,6.0,2015-03-22 22:10:00,,,
846,michigan-state,basketball,2015-03-27 22:07:00,NCAA,oklahoma (13),1,62,58,0,,13.0,2015-03-28 08:07:00,,,
847,michigan-state,basketball,2015-03-29 14:20:00,NCAA,louisville (17),1,76,70,1,,17.0,2015-03-30 00:20:00,,,
848,michigan-state,basketball,2015-04-04 18:09:00,NCAA,duke (4),0,61,81,0,,4.0,2015-04-05 04:09:00,,,
849,michigan-state,basketball,2015-11-13 19:00:00,regular,florida atlantic,1,82,55,0,13,,2015-11-14 05:00:00,,,
850,michigan-state,basketball,2015-11-17 22:00:00,regular,kansas (4),1,79,73,0,13,4.0,2015-11-18 08:00:00,,,
851,michigan-state,basketball,2015-11-20 19:00:00,regular,arkansas-pine bluff,1,92,46,0,13,,2015-11-21 05:00:00,,,
852,michigan-state,basketball,2015-11-23 19:00:00,regular,eastern michigan,1,89,65,0,3,,2015-11-24 05:00:00,,,
853,michigan-state,basketball,2015-11-26 18:30:00,regular,boston college,1,99,68,0,3,,2015-11-27 04:30:00,,,
854,michigan-state,basketball,2015-11-27 17:30:00,regular,boise state,1,77,67,0,3,,2015-11-28 03:30:00,,,
855,michigan-state,basketball,2015-11-29 22:00:00,regular,providence,1,77,64,0,3,,2015-11-30 08:00:00,,,
856,michigan-state,basketball,2015-12-02 19:15:00,regular,louisville (24),1,71,67,0,3,24.0,2015-12-03 05:15:00,,,
857,michigan-state,basketball,2015-12-05 12:00:00,regular,binghamton,1,76,33,0,3,,2015-12-05 22:00:00,,,
858,michigan-state,basketball,2015-12-09 19:00:00,regular,maryland-eastern shore,1,78,35,0,1,,2015-12-10 05:00:00,,,
859,michigan-state,basketball,2015-12-12 18:00:00,regular,florida,1,58,52,0,1,,2015-12-13 04:00:00,,,
860,michigan-state,basketball,2015-12-19 12:30:00,regular,northeastern,1,78,58,0,1,,2015-12-19 22:30:00,,,
861,michigan-state,basketball,2015-12-22 19:00:00,regular,oakland,1,99,93,1,1,,2015-12-23 05:00:00,,,
862,michigan-state,basketball,2015-12-29 21:00:00,regular,iowa,0,70,83,0,1,,2015-12-30 07:00:00,,,
863,michigan-state,basketball,2016-01-02 15:00:00,regular,minnesota,1,69,61,0,1,,2016-01-03 01:00:00,,,
864,michigan-state,basketball,2016-01-07 21:00:00,regular,illinois,1,79,54,0,5,,2016-01-08 07:00:00,,,
865,michigan-state,basketball,2016-01-10 12:00:00,regular,penn state,1,92,65,0,5,,2016-01-10 22:00:00,,,
866,michigan-state,basketball,2016-01-14 19:00:00,regular,iowa (16),0,59,76,0,4,16.0,2016-01-15 05:00:00,,,
867,michigan-state,basketball,2016-01-17 13:30:00,regular,wisconsin,0,76,77,0,4,,2016-01-17 23:30:00,,,
868,michigan-state,basketball,2016-01-20 18:30:00,regular,nebraska,0,71,72,0,11,,2016-01-21 04:30:00,,,
869,michigan-state,basketball,2016-01-23 18:30:00,regular,maryland (7),1,74,65,0,11,7.0,2016-01-24 04:30:00,,,
870,michigan-state,basketball,2016-01-28 21:00:00,regular,northwestern,1,76,45,0,12,,2016-01-29 07:00:00,,,
871,michigan-state,basketball,2016-01-31 17:15:00,regular,rutgers,1,96,62,0,12,,2016-02-01 03:15:00,,,
872,michigan-state,basketball,2016-02-06 14:00:00,regular,michigan,1,89,73,0,10,,2016-02-07 00:00:00,,,
873,michigan-state,basketball,2016-02-09 19:00:00,regular,purdue (18),0,81,82,1,8,18.0,2016-02-10 05:00:00,,,
874,michigan-state,basketball,2016-02-14 13:00:00,regular,indiana,1,88,69,0,8,,2016-02-14 23:00:00,,,
875,michigan-state,basketball,2016-02-18 21:00:00,regular,wisconsin,1,69,57,0,8,,2016-02-19 07:00:00,,,
876,michigan-state,basketball,2016-02-23 21:00:00,regular,ohio state,1,81,62,0,6,,2016-02-24 07:00:00,,,
877,michigan-state,basketball,2016-02-28 12:00:00,regular,penn state,1,88,57,0,6,,2016-02-28 22:00:00,,,
878,michigan-state,basketball,2016-03-02 19:00:00,regular,rutgers,1,97,66,0,2,,2016-03-03 05:00:00,,,
